src,dst
2707,436
2708,416
2708,336
2708,748
2708,1979
2708,22
2708,2238
2709,100
2709,121
2709,2184
2709,9
2709,1532
2709,341
2710,1059
2710,446
2710,424
2710,2465
2710,1221
2710,437
2711,953
2711,1545
2711,1641
2711,1337
2711,194
2711,983
2712,1660
2712,1950
2712,116
2712,1262
2712,1
2712,873
2713,2629
2713,1648
2713,2206
2713,1667
2713,1343
2713,41
2714,645
2714,1348
2714,934
2714,1083
2714,252
2714,70
2715,646
2715,2277
2715,2258
2715,336
2715,12
2715,38
2716,1892
2716,112
2716,1975
2716,151
2716,981
2716,1181
2717,1541
2717,53
2717,288
2717,22
2717,80
2717,213
2718,660
2718,1990
2718,1596
2718,517
2718,1721
2718,939
2719,1059
2719,241
2719,388
2719,600
2719,512
2719,1171
2720,2443
2720,1061
2720,273
2720,659
2720,166
2720,364
2721,1020
2721,10
2721,547
2721,1
2721,605
2721,925
2722,697
2722,1627
2722,117
2722,556
2722,1281
2722,118
2723,1031
2723,1384
2723,348
2723,65
2723,1366
2723,63
2724,1600
2724,242
2724,1461
2724,62
2724,26
2724,2311
2725,565
2725,2357
2725,1440
2725,1166
2725,81
2725,64
2726,509
2726,1917
2726,1855
2726,1996
2726,820
2726,70
2727,1289
2727,835
2727,1073
2727,1319
2727,415
2727,82
2728,2132
2728,557
2728,1091
2728,169
2728,1747
2728,1047
2729,1496
2729,136
2729,71
2729,960
2729,1474
2729,2565
2730,1941
2730,1885
2730,700
2730,2058
2730,169
2730,706
2731,994
2731,2115
2731,1451
2731,106
2731,1922
2731,634
2732,28
2732,674
2732,37
2732,2517
2732,425
2732,463
2733,2033
2733,31
2733,1908
2733,2349
2733,54
2733,1155
2734,1121
2734,1008
2734,60
2734,546
2734,200
2734,1539
2735,1064
2735,1263
2735,8
2735,1433
2735,1426
2735,908
2736,1189
2736,20
2736,443
2736,136
2736,2039
2736,1511
2737,164
2737,2223
2737,2374
2737,31
2737,85
2737,1233
2738,1000
2738,1169
2738,110
2738,318
2738,1476
2738,99
2739,273
2739,2445
2739,1996
2739,127
2739,109
2739,673
2740,862
2740,1816
2740,17
2740,1177
2740,2453
2740,146
2741,1318
2741,1529
2741,12
2741,333
2741,666
2741,942
2742,2089
2742,985
2742,2086
2742,1814
2742,92
2742,90
2743,2622
2743,113
2743,632
2743,1750
2743,61
2743,1397
2744,1131
2744,408
2744,197
2744,103
2744,82
2744,2594
2745,1966
2745,312
2745,818
2745,108
2745,1272
2745,959
2746,1789
2746,2163
2746,10
2746,2209
2746,984
2746,1860
2747,1035
2747,22
2747,956
2747,1039
2747,340
2747,8
2748,19
2748,1420
2748,3
2748,268
2748,2443
2748,1435
2749,732
2749,992
2749,758
2749,535
2749,151
2749,96
2750,64
2750,45
2750,10
2750,1341
2750,588
2750,1374
2751,620
2751,311
2751,2503
2751,310
2751,331
2751,1728
2752,1298
2752,30
2752,1041
2752,1164
2752,893
2752,1707
2753,1947
2753,904
2753,408
2753,197
2753,523
2753,1094
2754,597
2754,798
2754,751
2754,64
2754,813
2754,2630
2755,5
2755,17
2755,291
2755,80
2755,1063
2755,1227
2756,2079
2756,692
2756,1015
2756,154
2756,64
2756,60
2757,1365
2757,187
2757,2244
2757,339
2757,1278
2757,209
2758,199
2758,1984
2758,1124
2758,1065
2758,368
2758,358
2759,92
2759,1616
2759,1339
2759,53
2759,425
2759,124
2760,2543
2760,106
2760,240
2760,188
2760,389
2760,1840
2761,798
2761,2089
2761,25
2761,2429
2761,302
2761,774
2762,822
2762,1139
2762,589
2762,274
2762,124
2762,59
2763,1065
2763,789
2763,2476
2763,1412
2763,62
2763,366
2764,922
2764,20
2764,1561
2764,94
2764,378
2764,1546
2765,11
2765,293
2765,644
2765,1514
2765,721
2765,40
2766,2214
2766,99
2766,50
2766,1966
2766,907
2766,1644
2767,2272
2767,309
2767,56
2767,145
2767,1522
2767,1564
2768,146
2768,515
2768,1702
2768,2278
2768,191
2768,1125
2769,25
2769,1924
2769,1053
2769,120
2769,1024
2769,1689
2770,10
2770,214
2770,2056
2770,171
2770,2256
2770,899
2771,680
2771,401
2771,671
2771,2607
2771,1927
2771,75
2772,235
2772,2415
2772,99
2772,1163
2772,1234
2772,2373
2773,2626
2773,1554
2773,2414
2773,859
2773,1476
2773,31
2774,177
2774,510
2774,99
2774,68
2774,16
2774,0
2775,205
2775,190
2775,1461
2775,2025
2775,1029
2775,167
2776,336
2776,482
2776,335
2776,1864
2776,2692
2776,508
2777,792
2777,233
2777,1
2777,133
2777,1440
2777,1135
2778,784
2778,419
2778,1843
2778,11
2778,418
2778,53
2779,2203
2779,111
2779,2134
2779,601
2779,37
2779,48
2780,2295
2780,4
2780,1236
2780,246
2780,869
2780,111
2781,4
2781,842
2781,13
2781,470
2781,2725
2781,304
2782,632
2782,1218
2782,1119
2782,1143
2782,1482
2782,2326
2783,518
2783,1731
2783,30
2783,54
2783,1371
2783,46
2784,169
2784,510
2784,1857
2784,2080
2784,433
2784,2299
2785,249
2785,16
2785,38
2785,1135
2785,419
2785,1699
2786,754
2786,88
2786,19
2786,95
2786,720
2786,740
2787,2036
2787,154
2787,665
2787,19
2787,500
2787,275
2788,183
2788,599
2788,679
2788,902
2788,444
2788,585
2789,1136
2789,908
2789,593
2789,2059
2789,2401
2789,343
2790,2358
2790,224
2790,1312
2790,263
2790,2666
2790,8
2791,38
2791,400
2791,284
2791,381
2791,996
2791,295
2792,945
2792,64
2792,558
2792,583
2792,1972
2792,346
2793,50
2793,129
2793,1073
2793,573
2793,348
2793,419
2794,778
2794,12
2794,966
2794,364
2794,376
2794,654
2795,2077
2795,36
2795,251
2795,13
2795,2606
2795,65
2796,10
2796,269
2796,198
2796,405
2796,1724
2796,814
2797,2254
2797,373
2797,966
2797,1431
2797,2304
2797,1293
2798,1
2798,44
2798,14
2798,281
2798,392
2798,1367
2799,6
2799,329
2799,2179
2799,469
2799,2623
2799,1230
2800,1082
2800,1957
2800,451
2800,1490
2800,50
2800,1503
2801,354
2801,2200
2801,1317
2801,5
2801,861
2801,326
2802,1099
2802,164
2802,2710
2802,1091
2802,1213
2802,2801
2803,344
2803,1482
2803,1347
2803,78
2803,933
2803,16
2804,48
2804,6
2804,2040
2804,257
2804,128
2804,2723
2805,7
2805,485
2805,193
2805,415
2805,1191
2805,2349
2806,304
2806,187
2806,18
2806,20
2806,233
2806,546
2807,1079
2807,463
2807,1891
2807,703
2807,1346
2807,1212
2808,1848
2808,55
2808,1372
2808,12
2808,27
2808,762
2809,409
2809,2006
2809,87
2809,82
2809,58
2809,1051
2810,1664
2810,266
2810,50
2810,31
2810,88
2810,69
2811,95
2811,227
2811,8
2811,1732
2811,2059
2811,857
2812,1827
2812,9
2812,393
2812,99
2812,478
2812,308
2813,2338
2813,43
2813,861
2813,7
2813,630
2813,615
2814,494
2814,148
2814,1982
2814,170
2814,207
2814,910
2815,116
2815,594
2815,308
2815,192
2815,2488
2815,942
2816,211
2816,923
2816,1317
2816,950
2816,892
2816,329
2817,1050
2817,1293
2817,2136
2817,1509
2817,888
2817,27
2818,1763
2818,3
2818,1733
2818,1220
2818,50
2818,1622
2819,58
2819,2521
2819,977
2819,10
2819,13
2819,2208
2820,129
2820,1105
2820,28
2820,518
2820,1439
2820,208
2821,24
2821,1175
2821,75
2821,36
2821,1293
2821,30
2822,308
2822,74
2822,1702
2822,2245
2822,75
2822,1901
2823,205
2823,344
2823,106
2823,1203
2823,456
2823,20
2824,12
2824,75
2824,2784
2824,36
2824,1439
2824,244
2825,743
2825,254
2825,376
2825,1040
2825,155
2825,184
2826,2692
2826,369
2826,2086
2826,627
2826,1228
2826,600
2827,470
2827,677
2827,320
2827,198
2827,958
2827,2012
2828,158
2828,173
2828,28
2828,2285
2828,2370
2828,2453
2829,1902
2829,1006
2829,139
2829,2006
2829,947
2829,1535
2830,2302
2830,4
2830,588
2830,2499
2830,648
2830,456
2831,2158
2831,582
2831,154
2831,809
2831,166
2831,1699
2832,2272
2832,957
2832,2799
2832,1977
2832,110
2832,1162
2833,918
2833,25
2833,27
2833,1992
2833,288
2833,2231
2834,1046
2834,1369
2834,335
2834,1371
2834,74
2834,25
2835,913
2835,1154
2835,797
2835,1352
2835,280
2835,150
2836,1338
2836,280
2836,1720
2836,1257
2836,170
2836,10
2837,239
2837,218
2837,321
2837,381
2837,1631
2837,262
2838,17
2838,1988
2838,450
2838,1062
2838,939
2838,35
2839,395
2839,87
2839,59
2839,19
2839,230
2839,493
2840,140
2840,1998
2840,118
2840,328
2840,147
2840,473
2841,1308
2841,1697
2841,525
2841,1353
2841,1428
2841,294
2842,686
2842,2149
2842,111
2842,749
2842,1138
2842,84
2843,2261
2843,37
2843,2223
2843,2437
2843,1895
2843,86
2844,47
2844,2017
2844,1332
2844,251
2844,456
2844,73
2845,2501
2845,1671
2845,199
2845,302
2845,179
2845,1036
2846,435
2846,19
2846,402
2846,1018
2846,97
2846,500
2847,26
2847,590
2847,305
2847,1810
2847,1061
2847,698
2848,180
2848,54
2848,452
2848,1511
2848,2261
2848,2291
2849,58
2849,198
2849,570
2849,670
2849,10
2849,2506
2850,1195
2850,14
2850,444
2850,157
2850,1351
2850,2238
2851,768
2851,34
2851,28
2851,208
2851,973
2851,1157
2852,32
2852,416
2852,1201
2852,1992
2852,1446
2852,881
2853,431
2853,737
2853,2102
2853,176
2853,31
2853,512
2854,42
2854,1527
2854,136
2854,141
2854,580
2854,48
2855,589
2855,280
2855,85
2855,1620
2855,479
2855,1125
2856,2199
2856,2180
2856,81
2856,35
2856,1131
2856,2176
2857,683
2857,446
2857,1234
2857,137
2857,0
2857,186
2858,2367
2858,1231
2858,1251
2858,2089
2858,779
2858,1461
2859,2383
2859,421
2859,545
2859,537
2859,439
2859,5
2860,558
2860,566
2860,1664
2860,1729
2860,246
2860,1785
2861,1425
2861,2409
2861,262
2861,667
2861,1890
2861,139
2862,16
2862,6
2862,1198
2862,421
2862,1373
2862,542
2863,54
2863,507
2863,2338
2863,534
2863,87
2863,704
2864,25
2864,1961
2864,391
2864,220
2864,57
2864,565
2865,431
2865,740
2865,488
2865,733
2865,189
2865,1058
2866,40
2866,484
2866,268
2866,76
2866,2633
2866,671
2867,146
2867,395
2867,1354
2867,55
2867,529
2867,2247
2868,1002
2868,2413
2868,1955
2868,26
2868,1834
2868,167
2869,1281
2869,2833
2869,518
2869,696
2869,940
2869,2771
2870,507
2870,1605
2870,727
2870,1506
2870,331
2870,1512
2871,129
2871,431
2871,2748
2871,752
2871,1859
2871,1378
2872,2058
2872,1302
2872,465
2872,2115
2872,959
2872,2378
2873,305
2873,48
2873,1512
2873,2210
2873,2338
2873,986
2874,2833
2874,956
2874,491
2874,212
2874,1275
2874,38
2875,207
2875,383
2875,77
2875,417
2875,1102
2875,659
2876,1474
2876,1732
2876,206
2876,1130
2876,2135
2876,11
2877,6
2877,516
2877,1054
2877,449
2877,2764
2877,923
2878,842
2878,89
2878,249
2878,13
2878,2672
2878,599
2879,743
2879,358
2879,478
2879,265
2879,1537
2879,330
2880,1361
2880,884
2880,2706
2880,2331
2880,730
2880,159
2881,2406
2881,549
2881,1601
2881,1525
2881,161
2881,1147
2882,2081
2882,292
2882,239
2882,2052
2882,1316
2882,2764
2883,201
2883,526
2883,622
2883,2776
2883,8
2883,1253
2884,1460
2884,140
2884,2362
2884,1392
2884,488
2884,674
2885,2813
2885,2874
2885,1964
2885,59
2885,247
2885,1024
2886,1552
2886,1369
2886,1100
2886,2627
2886,96
2886,1281
2887,1585
2887,2016
2887,2487
2887,116
2887,169
2887,246
2888,11
2888,1591
2888,684
2888,2732
2888,378
2888,816
2889,1077
2889,1555
2889,276
2889,493
2889,80
2889,1925
2890,117
2890,790
2890,42
2890,234
2890,2499
2890,2842
2891,135
2891,2091
2891,305
2891,17
2891,1880
2891,1687
2892,55
2892,1945
2892,2872
2892,0
2892,305
2892,925
2893,237
2893,235
2893,124
2893,1541
2893,2687
2893,1786
2894,2059
2894,2256
2894,16
2894,2410
2894,9
2894,1895
2895,2153
2895,81
2895,8
2895,1895
2895,117
2895,906
2896,121
2896,627
2896,421
2896,1253
2896,19
2896,117
2897,170
2897,1332
2897,100
2897,2392
2897,277
2897,1406
2898,34
2898,2409
2898,476
2898,1192
2898,963
2898,56
2899,1246
2899,260
2899,47
2899,1197
2899,558
2899,338
2900,1559
2900,213
2900,98
2900,349
2900,2192
2900,20
2901,1949
2901,707
2901,846
2901,158
2901,1338
2901,338
2902,403
2902,2354
2902,2141
2902,1452
2902,520
2902,2028
2903,1429
2903,2548
2903,2405
2903,1696
2903,2885
2903,86
2904,2517
2904,2853
2904,44
2904,1641
2904,1628
2904,907
2905,899
2905,504
2905,260
2905,811
2905,43
2905,2110
2906,1298
2906,94
2906,933
2906,1851
2906,2203
2906,686
2907,16
2907,328
2907,2306
2907,1752
2907,1
2907,2052
2908,284
2908,966
2908,2904
2908,1259
2908,1961
2908,635
2909,1347
2909,237
2909,19
2909,925
2909,1112
2909,248
2910,301
2910,19
2910,525
2910,791
2910,1288
2910,2758
2911,27
2911,248
2911,10
2911,2072
2911,485
2911,2333
2912,2657
2912,725
2912,565
2912,1614
2912,2586
2912,2864
2913,57
2913,2768
2913,2309
2913,2722
2913,2685
2913,913
2914,672
2914,2623
2914,557
2914,320
2914,1668
2914,473
2915,97
2915,1954
2915,664
2915,568
2915,408
2915,1566
2916,28
2916,2427
2916,1862
2916,1126
2916,2880
2916,2826
2917,2840
2917,371
2917,2346
2917,1810
2917,1828
2917,2743
2918,518
2918,1076
2918,17
2918,2034
2918,372
2918,785
2919,658
2919,1798
2919,1413
2919,19
2919,2917
2919,1641
2920,1242
2920,134
2920,1089
2920,266
2920,662
2920,113
2921,21
2921,132
2921,136
2921,2568
2921,2797
2921,26
2922,2908
2922,737
2922,2166
2922,1365
2922,2023
2922,499
2923,125
2923,1750
2923,1808
2923,913
2923,155
2923,272
2924,1284
2924,132
2924,2615
2924,805
2924,81
2924,47
2925,2566
2925,518
2925,1253
2925,324
2925,180
2925,183
2926,112
2926,1033
2926,42
2926,392
2926,1435
2926,1497
2927,1819
2927,26
2927,1555
2927,925
2927,7
2927,673
2928,1592
2928,1271
2928,1728
2928,230
2928,1755
2928,42
2929,1106
2929,53
2929,2051
2929,33
2929,4
2929,555
2930,2102
2930,1682
2930,442
2930,2245
2930,1831
2930,194
2931,2731
2931,335
2931,595
2931,57
2931,221
2931,1719
2932,282
2932,690
2932,1352
2932,31
2932,1662
2932,2243
2933,2578
2933,1685
2933,437
2933,1905
2933,30
2933,2235
2934,234
2934,1594
2934,647
2934,1750
2934,373
2934,1733
2935,159
2935,2265
2935,355
2935,2172
2935,62
2935,2881
2936,2815
2936,48
2936,552
2936,670
2936,708
2936,23
2937,55
2937,10
2937,397
2937,358
2937,1260
2937,18
2938,2114
2938,528
2938,612
2938,670
2938,36
2938,769
2939,362
2939,2920
2939,2364
2939,88
2939,40
2939,1375
2940,776
2940,1911
2940,2095
2940,2757
2940,2750
2940,9
2941,1625
2941,196
2941,442
2941,2626
2941,46
2941,1022
2942,145
2942,10
2942,82
2942,1071
2942,19
2942,356
2943,2346
2943,117
2943,417
2943,1819
2943,364
2943,248
2944,1615
2944,2560
2944,1047
2944,2736
2944,413
2944,102
2945,7
2945,370
2945,1094
2945,994
2945,203
2945,162
2946,2062
2946,231
2946,2527
2946,2779
2946,815
2946,1938
2947,2293
2947,1576
2947,2735
2947,417
2947,442
2947,2838
2948,295
2948,1385
2948,826
2948,1960
2948,234
2948,170
2949,263
2949,2206
2949,1713
2949,2750
2949,1130
2949,577
2950,334
2950,2859
2950,367
2950,570
2950,651
2950,1041
2951,1564
2951,817
2951,2341
2951,22
2951,2723
2951,2020
2952,2537
2952,799
2952,949
2952,1984
2952,1727
2952,163
2953,1757
2953,132
2953,648
2953,691
2953,2389
2953,70
2954,7
2954,306
2954,1272
2954,1750
2954,561
2954,0
2955,295
2955,2254
2955,635
2955,395
2955,17
2955,1875
2956,1868
2956,9
2956,2235
2956,1662
2956,2608
2956,782
2957,1008
2957,17
2957,1019
2957,522
2957,906
2957,446
2958,17
2958,689
2958,597
2958,2162
2958,1416
2958,271
2959,2187
2959,10
2959,2134
2959,670
2959,440
2959,791
2960,1584
2960,10
2960,1384
2960,657
2960,2877
2960,742
2961,453
2961,2314
2961,40
2961,54
2961,879
2961,933
2962,1390
2962,1185
2962,466
2962,50
2962,27
2962,2612
2963,2728
2963,232
2963,25
2963,103
2963,1260
2963,4
2964,683
2964,16
2964,2935
2964,12
2964,2306
2964,1716
2965,40
2965,1324
2965,326
2965,631
2965,2554
2965,1920
2966,1508
2966,2626
2966,41
2966,389
2966,222
2966,2095
2967,1964
2967,822
2967,7
2967,400
2967,922
2967,2648
2968,2788
2968,2121
2968,30
2968,69
2968,125
2968,1342
2969,2448
2969,60
2969,220
2969,899
2969,797
2969,1769
2970,237
2970,470
2970,2324
2970,748
2970,945
2970,2793
2971,1088
2971,2970
2971,635
2971,15
2971,3
2971,893
2972,268
2972,197
2972,373
2972,2328
2972,832
2972,780
2973,2164
2973,670
2973,1906
2973,1382
2973,2112
2973,137
2974,135
2974,350
2974,1359
2974,2488
2974,2031
2974,716
2975,931
2975,917
2975,61
2975,1510
2975,2123
2975,2792
2976,442
2976,238
2976,214
2976,604
2976,1287
2976,166
2977,862
2977,677
2977,5
2977,38
2977,1025
2977,2349
2978,777
2978,136
2978,181
2978,643
2978,16
2978,5
2979,192
2979,86
2979,2707
2979,2204
2979,1827
2979,409
2980,579
2980,219
2980,88
2980,2472
2980,341
2980,754
2981,434
2981,660
2981,2154
2981,862
2981,70
2981,350
2982,492
2982,2388
2982,273
2982,2587
2982,442
2982,2344
2983,1906
2983,1783
2983,1002
2983,1035
2983,66
2983,955
2984,1677
2984,12
2984,74
2984,2400
2984,380
2984,75
2985,2615
2985,33
2985,2102
2985,434
2985,36
2985,2339
2986,357
2986,146
2986,1242
2986,775
2986,27
2986,592
2987,1748
2987,370
2987,493
2987,2880
2987,604
2987,25
2988,96
2988,183
2988,59
2988,94
2988,7
2988,48
2989,373
2989,929
2989,417
2989,38
2989,917
2989,730
2990,238
2990,236
2990,705
2990,245
2990,709
2990,210
2991,123
2991,379
2991,1508
2991,219
2991,10
2991,1866
2992,2798
2992,2421
2992,2179
2992,1653
2992,2028
2992,211
2993,13
2993,119
2993,1488
2993,425
2993,48
2993,1092
2994,2741
2994,336
2994,102
2994,135
2994,2646
2994,423
2995,473
2995,2276
2995,228
2995,237
2995,132
2995,280
2996,1418
2996,2963
2996,1814
2996,1284
2996,157
2996,315
2997,177
2997,440
2997,1825
2997,1695
2997,876
2997,1318
2998,2406
2998,1966
2998,2990
2998,2587
2998,1488
2998,868
2999,17
2999,2849
2999,2880
2999,2577
2999,2548
2999,1697
3000,16
3000,234
3000,488
3000,81
3000,127
3000,6
3001,70
3001,48
3001,157
3001,264
3001,2839
3001,978
3002,198
3002,40
3002,785
3002,235
3002,415
3002,1111
3003,235
3003,237
3003,892
3003,703
3003,647
3003,146
3004,7
3004,50
3004,1
3004,420
3004,1087
3004,408
3005,2616
3005,1127
3005,1581
3005,265
3005,2586
3005,235
3006,1861
3006,137
3006,852
3006,1752
3006,458
3006,416
3007,27
3007,2432
3007,2889
3007,598
3007,80
3007,42
3008,876
3008,1912
3008,450
3008,63
3008,2274
3008,155
3009,992
3009,2326
3009,1082
3009,2036
3009,774
3009,1611
3010,1272
3010,1504
3010,6
3010,2771
3010,2313
3010,855
3011,2671
3011,42
3011,347
3011,1942
3011,1010
3011,64
3012,8
3012,172
3012,126
3012,437
3012,1018
3012,1438
3013,1877
3013,374
3013,1432
3013,953
3013,131
3013,2297
3014,537
3014,99
3014,2890
3014,387
3014,287
3014,346
3015,1051
3015,306
3015,1448
3015,30
3015,17
3015,7
3016,5
3016,192
3016,2112
3016,9
3016,1306
3016,3013
3017,2769
3017,3
3017,208
3017,2112
3017,111
3017,1007
3018,10
3018,2253
3018,27
3018,416
3018,1048
3018,804
3019,1424
3019,578
3019,609
3019,625
3019,2140
3019,1107
3020,2901
3020,341
3020,12
3020,1188
3020,275
3020,44
3021,1431
3021,1011
3021,492
3021,1370
3021,2150
3021,217
3022,91
3022,648
3022,249
3022,2824
3022,1784
3022,1125
3023,68
3023,1706
3023,404
3023,1941
3023,94
3023,1796
3024,1472
3024,60
3024,300
3024,342
3024,953
3024,448
3025,1195
3025,577
3025,2436
3025,81
3025,13
3025,123
3026,762
3026,1882
3026,171
3026,1512
3026,2361
3026,2331
3027,2060
3027,2522
3027,520
3027,380
3027,248
3027,2258
3028,278
3028,916
3028,20
3028,218
3028,1073
3028,68
3029,662
3029,1352
3029,174
3029,23
3029,127
3029,44
3030,309
3030,1339
3030,3004
3030,255
3030,660
3030,0
3031,329
3031,153
3031,1382
3031,272
3031,2607
3031,47
3032,1827
3032,690
3032,1513
3032,272
3032,1076
3032,115
3033,167
3033,33
3033,613
3033,44
3033,1244
3033,817
3034,1117
3034,139
3034,507
3034,726
3034,2360
3034,70
3035,1035
3035,392
3035,1348
3035,1289
3035,1339
3035,620
3036,78
3036,578
3036,76
3036,2145
3036,2269
3036,913
3037,2039
3037,269
3037,416
3037,10
3037,534
3037,774
3038,19
3038,173
3038,949
3038,2032
3038,2877
3038,275
3039,1926
3039,548
3039,63
3039,73
3039,97
3039,2998
3040,2160
3040,2524
3040,1759
3040,2335
3040,2878
3040,157
3041,250
3041,338
3041,1937
3041,1652
3041,117
3041,830
3042,211
3042,1830
3042,1884
3042,551
3042,110
3042,2936
3043,1899
3043,0
3043,352
3043,2951
3043,405
3043,2028
3044,1708
3044,310
3044,2905
3044,139
3044,454
3044,1393
3045,61
3045,525
3045,3013
3045,2885
3045,55
3045,2208
3046,2488
3046,1663
3046,2821
3046,410
3046,2682
3046,379
3047,229
3047,290
3047,1595
3047,9
3047,1780
3047,420
3048,124
3048,308
3048,1729
3048,335
3048,1920
3048,957
3049,47
3049,1174
3049,13
3049,1378
3049,94
3049,2285
3050,266
3050,1357
3050,174
3050,304
3050,1096
3050,864
3051,2561
3051,2864
3051,1258
3051,2318
3051,2227
3051,35
3052,2132
3052,217
3052,603
3052,672
3052,1699
3052,343
3053,1252
3053,2156
3053,271
3053,1929
3053,739
3053,1451
3054,1616
3054,16
3054,526
3054,2189
3054,605
3054,759
3055,577
3055,500
3055,417
3055,1740
3055,1003
3055,48
3056,230
3056,799
3056,327
3056,1326
3056,9
3056,1852
3057,2657
3057,2245
3057,527
3057,1526
3057,2001
3057,128
3058,2130
3058,1377
3058,983
3058,19
3058,1060
3058,60
3059,17
3059,262
3059,395
3059,1105
3059,1100
3059,1025
3060,1910
3060,96
3060,2030
3060,758
3060,1122
3060,480
3061,849
3061,1328
3061,2608
3061,509
3061,1333
3061,930
3062,2952
3062,2060
3062,1807
3062,108
3062,2137
3062,697
3063,51
3063,31
3063,11
3063,2176
3063,1130
3063,1061
3064,2615
3064,457
3064,1749
3064,198
3064,169
3064,2781
3065,976
3065,2421
3065,1248
3065,989
3065,14
3065,249
3066,1645
3066,216
3066,221
3066,25
3066,93
3066,646
3067,1826
3067,463
3067,625
3067,1977
3067,251
3067,3066
3068,2382
3068,18
3068,317
3068,20
3068,1224
3068,151
3069,558
3069,53
3069,221
3069,263
3069,1188
3069,124
3070,205
3070,158
3070,1029
3070,630
3070,1067
3070,2570
3071,1512
3071,2165
3071,213
3071,753
3071,1483
3071,2675
3072,913
3072,1071
3072,1555
3072,110
3072,244
3072,10
3073,379
3073,13
3073,2704
3073,391
3073,2064
3073,1819
3074,3006
3074,849
3074,1596
3074,24
3074,54
3074,641
3075,1499
3075,2613
3075,1231
3075,1959
3075,1941
3075,279
3076,1256
3076,1865
3076,17
3076,500
3076,2
3076,1620
3077,1964
3077,2800
3077,24
3077,2556
3077,720
3077,2815
3078,1963
3078,325
3078,1168
3078,23
3078,218
3078,475
3079,379
3079,19
3079,3
3079,2647
3079,1971
3079,268
3080,31
3080,44
3080,402
3080,100
3080,1
3080,1301
3081,664
3081,1216
3081,1756
3081,1031
3081,498
3081,2694
3082,1618
3082,789
3082,295
3082,28
3082,2684
3082,976
3083,64
3083,7
3083,2622
3083,278
3083,2407
3083,374
3084,1847
3084,29
3084,862
3084,31
3084,1365
3084,1114
3085,1933
3085,1997
3085,2141
3085,1623
3085,612
3085,1231
3086,916
3086,1725
3086,360
3086,1211
3086,41
3086,8
3087,166
3087,586
3087,421
3087,120
3087,8
3087,1514
3088,611
3088,1547
3088,334
3088,832
3088,124
3088,2010
3089,30
3089,1384
3089,880
3089,779
3089,2704
3089,139
3090,1456
3090,229
3090,128
3090,1967
3090,2240
3090,446
3091,19
3091,666
3091,2226
3091,821
3091,358
3091,1887
3092,2644
3092,25
3092,470
3092,602
3092,2543
3092,278
3093,2278
3093,1035
3093,19
3093,2663
3093,2905
3093,55
3094,1050
3094,573
3094,27
3094,425
3094,750
3094,2277
3095,293
3095,845
3095,260
3095,42
3095,3074
3095,416
3096,474
3096,1623
3096,1640
3096,666
3096,1166
3096,2920
3097,118
3097,1446
3097,389
3097,221
3097,1460
3097,1405
3098,110
3098,9
3098,25
3098,446
3098,8
3098,1
3099,1833
3099,784
3099,225
3099,311
3099,1514
3099,36
3100,2713
3100,497
3100,2830
3100,2879
3100,1368
3100,32
3101,889
3101,1388
3101,2492
3101,152
3101,683
3101,1012
3102,338
3102,356
3102,592
3102,2509
3102,210
3102,897
3103,136
3103,2355
3103,1776
3103,2501
3103,2072
3103,2625
3104,39
3104,931
3104,1147
3104,2110
3104,2669
3104,12
3105,811
3105,2827
3105,807
3105,31
3105,1250
3105,1014
3106,2174
3106,952
3106,522
3106,514
3106,2900
3106,79
3107,1988
3107,508
3107,1291
3107,160
3107,88
3107,1432
3108,2276
3108,1754
3108,143
3108,2051
3108,1549
3108,364
3109,13
3109,189
3109,94
3109,1006
3109,1975
3109,2022
3110,106
3110,1378
3110,1314
3110,309
3110,15
3110,598
3111,1638
3111,29
3111,20
3111,2803
3111,1860
3111,556
3112,557
3112,1633
3112,1972
3112,327
3112,941
3112,2365
3113,167
3113,1773
3113,245
3113,191
3113,1553
3113,1123
3114,2739
3114,42
3114,231
3114,161
3114,1534
3114,117
3115,16
3115,0
3115,1
3115,206
3115,2515
3115,190
3116,102
3116,702
3116,1581
3116,6
3116,1436
3116,950
3117,2822
3117,1695
3117,2355
3117,1343
3117,132
3117,125
3118,481
3118,433
3118,1728
3118,300
3118,37
3118,65
3119,2926
3119,127
3119,274
3119,1658
3119,508
3119,149
3120,806
3120,126
3120,3064
3120,431
3120,2040
3120,382
3121,1986
3121,1527
3121,8
3121,2679
3121,670
3121,1557
3122,2850
3122,770
3122,62
3122,1034
3122,1422
3122,2834
3123,2561
3123,381
3123,2299
3123,1543
3123,1740
3123,604
3124,2594
3124,1584
3124,444
3124,381
3124,1591
3124,187
3125,347
3125,559
3125,220
3125,2563
3125,934
3125,1063
3126,189
3126,2748
3126,304
3126,1049
3126,2151
3126,857
3127,718
3127,2409
3127,42
3127,1612
3127,2554
3127,2385
3128,60
3128,39
3128,79
3128,48
3128,12
3128,603
3129,292
3129,2339
3129,451
3129,2463
3129,993
3129,2443
3130,1237
3130,102
3130,2166
3130,24
3130,259
3130,1424
3131,2272
3131,3021
3131,1605
3131,1282
3131,30
3131,704
3132,2301
3132,2693
3132,1773
3132,276
3132,810
3132,27
3133,7
3133,127
3133,1306
3133,8
3133,2726
3133,992
3134,161
3134,223
3134,274
3134,445
3134,162
3134,369
3135,2341
3135,103
3135,48
3135,246
3135,3014
3135,2280
3136,1184
3136,1886
3136,2071
3136,77
3136,22
3136,140
3137,2302
3137,269
3137,177
3137,652
3137,242
3137,952
3138,2909
3138,2494
3138,5
3138,480
3138,965
3138,1584
